Ponderador,COUNTRY,P1,P2,P0,P7,P5,P6,P13,P29,P37,P39,P8_1,P8_2,P8_3,P23,P24,P25_1,P25_3,P25_4,P25_8,P26_1,P26_4,P26_8,P26_9,P27_1,P27_2,P27_3,P28_1,P28_2,P28_3,P28_4,P9_1,P9_2,P38_1,P38_2
.65045,Peru,25-50,Hombre,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,1,,,,,1,1,1,0,1,1,1,0,1,1,0
1.74418,Peru,50+,Hombre,1,0,1,0,0,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
.99254,Peru,50+,Mujer,1,0,0,1,1,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
1.11074,Peru,25-50,Hombre,1,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
1.11756,Peru,25-50,Hombre,1,1,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,,,,,1,1,1,0,0,0,1,0,1,0,0
.94494,Peru,25-50,Hombre,1,0,0,1,0,1,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
1.06328,Peru,25-50,Hombre,1,1,0,1,0,0,0,1,1,1,0,1,1,1,0,0,0,,,,,1,1,0,0,1,0,1,1,0,0,0
1.24855,Peru,25-50,Hombre,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,,,,,1,1,1,1,1,0,1,0,1,1,0
1.08297,Peru,25-50,Mujer,1,0,1,1,0,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
.92389,Peru,18-25,Mujer,1,0,0,1,0,1,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1
1.28676,Peru,25-50,Hombre,1,0,0,1,0,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
1.03489,Peru,25-50,Hombre,1,0,1,0,0,1,1,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
.60603,Peru,18-25,Hombre,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,,,,,1,1,0,1,1,1,1,0,1,0,0
1.28676,Peru,50+,Hombre,1,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
1.10036,Peru,25-50,Mujer,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,0,,,,,1,1,1,1,0,0,1,0,1,0,0
1.10737,Peru,25-50,Hombre,1,0,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
.63067,Peru,25-50,Hombre,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,,,,,1,1,1,0,1,1,1,0,1,1,0
1.2581,Peru,25-50,Mujer,1,0,0,0,0,99,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,1
1.0396,Peru,18-25,Mujer,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,,,,,1,1,1,0,0,0,0,0,1,1,0
1.22176,Peru,50+,Mujer,1,0,1,0,0,0,1,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
1.0827,Peru,25-50,Mujer,1,0,0,1,0,0,1,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
1.07841,Peru,25-50,Mujer,1,0,0,1,1,0,1,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
1.11074,Peru,25-50,Hombre,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,,,,,1,1,1,1,1,1,1,0,1,1,0
1.23792,Peru,25-50,Mujer,1,1,0,1,0,1,0,1,1,1,1,0,0,,,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,
1.26612,Peru,25-50,Hombre,1,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,0,0
.64044,Peru,25-50,Mujer,1,0,0,1,1,0,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
1.0588,Peru,18-25,Hombre,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,,,,,1,1,1,1,1,0,0,0,1,1,0
1.22074,Peru,25-50,Mujer,1,0,1,1,0,1,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,1,1,0
1.05968,Peru,18-25,Hombre,1,0,0,0,1,1,0,1,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,1,0,1,0
.63849,Peru,25-50,Mujer,1,1,1,1,0,0,0,1,1,1,,1,1,0,0,1,0,,,,,1,1,0,1,0,1,1,0,1,0,0
.5967,Peru,25-50,Mujer,1,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,,,,1,1,0,1,1,1,1,1,0,0,0
1.72141,Peru,50+,Hombre,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,,,,,1,0,0,0,1,0,0,0,1,1,0
1.09969,Peru,25-50,Hombre,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,0,1,1,0,0,0,0,0,1,1,0
